montage,n_ch,target,held_out,alpha,r
C4,1,DMN,dmnelf011,100000000.0,0.029067459589315066
C4,1,DMN,dmnelf012,1.0,0.040035358483332846
C4,1,DMN,dmnelf013,1.0,0.036026255943164574
C4,1,DMN,dmnelf014,1.0,0.05736452332426603
C4,1,DMN,dmnelf015,1.0,-0.071824896209552
C4,1,DMN,dmnelf016,21.544346900318832,-0.031866798820480886
C4,1,DMN,dmnelf1001,10.0,0.07558917948885945
C4,1,DMN,dmnelf1002,21.544346900318832,-0.07923794128290759
C4,1,DMN,dmnelf1003,10.0,-0.05483517661415221
C4,1,PDA,dmnelf001,1.0,0.07100182088694001
C4,1,PDA,dmnelf002,1.0,0.03443784685957264
C4,1,PDA,dmnelf003,1.0,-0.06173953620837545
C4,1,PDA,dmnelf004,1.0,0.04702864287196547
C4,1,PDA,dmnelf005,1000.0,0.11638307372249125
C4,1,PDA,dmnelf006,1.0,-0.03749396679993248
C4,1,PDA,dmnelf007,10000.0,0.10179475411156036
C4,1,PDA,dmnelf008,1.0,0.013611847616452769
C4,1,PDA,dmnelf009,1.0,0.013381199374132648
C4,1,PDA,dmnelf010,10000.0,-0.028807290125774224
C4,1,PDA,dmnelf011,1.0,0.060501325803913854
C4,1,PDA,dmnelf012,10000.0,0.10755518699422703
C4,1,PDA,dmnelf013,4641.588833612777,-0.026759242863701713
C4,1,PDA,dmnelf014,1.0,0.058960637631049424
C4,1,PDA,dmnelf015,1.0,-0.10331833173738768
C4,1,PDA,dmnelf016,1.0,-0.0804548531407554
C4,1,PDA,dmnelf1001,1.0,0.07607156883574255
C4,1,PDA,dmnelf1002,1.0,-0.022617482656678116
C4,1,PDA,dmnelf1003,1.0,-0.027836717972796084
P3,1,CEN,dmnelf001,100000000.0,-0.012249361284286884
P3,1,CEN,dmnelf002,100000000.0,0.03257212604021124
P3,1,CEN,dmnelf003,100000000.0,0.03183632737082281
P3,1,CEN,dmnelf004,100000000.0,-0.02221533148328353
P3,1,CEN,dmnelf005,100000000.0,0.21245575523760124
P3,1,CEN,dmnelf006,100000000.0,0.0619108688830088
P3,1,CEN,dmnelf007,100000000.0,0.04466054564340769
P3,1,CEN,dmnelf008,100000000.0,0.07322420649460615
P3,1,CEN,dmnelf009,100000000.0,0.034809321376544224
P3,1,CEN,dmnelf010,100000000.0,0.06388451844831781
P3,1,CEN,dmnelf011,100000000.0,0.03143803215908483
P3,1,CEN,dmnelf012,100000000.0,0.043779568227206064
P3,1,CEN,dmnelf013,100000000.0,0.04280895485632191
P3,1,CEN,dmnelf014,100000000.0,0.1014027884324287
P3,1,CEN,dmnelf015,100000000.0,0.08801358004685242
P3,1,CEN,dmnelf016,100000000.0,-0.0033997574204320284
P3,1,CEN,dmnelf1001,100000000.0,0.11968681726027992
P3,1,CEN,dmnelf1002,100000000.0,-0.2464833639921037
P3,1,CEN,dmnelf1003,100000000.0,-0.009900445941299739
P3,1,DMN,dmnelf001,100000000.0,0.007620436308189581
P3,1,DMN,dmnelf002,4641.588833612777,-0.06334292543480795
